,Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
3691,1,17,5,9119,1,1,130.0,1,19,1,4,5,118.1,1,0,1,0,1,0,26,0,0,5,11,1,10.0,0,0,5,14,1,11.0,0,8.9,1.4,3.51,Dropout
1464,1,17,2,9254,1,1,135.0,1,19,19,4,3,135.0,1,0,0,1,1,0,20,0,0,6,8,6,11.833333,0,0,6,9,5,10.4,0,7.6,2.6,0.32,Enrolled
1746,1,43,1,9130,1,1,156.0,1,19,1,9,4,156.0,0,0,1,0,1,0,24,0,0,6,11,5,11.833333,0,0,6,11,4,11.5,0,15.5,2.8,-4.06,Dropout
2588,1,17,1,9853,1,1,120.0,1,37,37,9,10,122.6,0,0,0,1,0,0,20,0,0,6,8,3,12.333333,0,0,6,11,2,10.5,0,12.7,3.7,-1.7,Dropout
525,1,43,1,9119,1,1,133.1,1,1,1,9,3,136.0,0,0,0,1,1,0,31,0,0,5,12,1,12.0,0,0,5,9,1,11.0,4,16.2,0.3,-0.92,Dropout
1496,1,43,1,9556,1,1,130.0,1,1,37,5,5,128.0,1,0,0,1,1,0,20,0,0,7,8,7,13.585714,0,0,8,8,8,14.6875,0,15.5,2.8,-4.06,Graduate
640,2,39,1,9670,1,1,130.0,1,37,37,9,0,158.0,0,0,1,0,0,0,34,0,0,6,7,4,13.5,0,0,6,6,0,0.0,6,12.7,3.7,-1.7,Dropout
1628,1,1,1,9670,1,1,141.0,1,19,3,4,0,137.9,1,0,0,0,1,0,20,0,0,5,6,3,12.0,0,0,5,5,4,12.75,0,7.6,2.6,0.32,Dropout
1423,1,1,1,9254,1,1,129.0,1,38,38,6,6,118.5,1,0,0,1,0,0,18,0,0,6,6,6,10.666667,0,0,6,6,6,11.5,0,7.6,2.6,0.32,Graduate
1805,1,43,1,9991,0,3,130.0,1,3,1,2,9,130.0,0,0,0,1,1,0,33,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
243,1,39,1,9147,1,1,120.0,1,37,1,9,1,122.7,0,0,0,0,0,0,25,0,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout
451,1,1,4,9500,1,1,135.0,1,37,37,9,8,123.0,1,0,0,1,0,1,18,0,0,8,8,7,13.381429,0,0,8,8,7,13.381429,0,10.8,1.4,1.74,Graduate
1750,1,44,1,9003,1,1,120.0,1,3,2,2,6,120.0,1,0,0,1,1,0,21,0,4,9,14,7,11.285714,2,2,8,15,4,12.25,0,12.7,3.7,-1.7,Enrolled
3145,2,43,1,9991,0,1,133.1,1,37,37,9,7,113.5,0,0,0,1,0,1,32,0,3,10,12,7,11.142858,0,4,10,10,8,12.0,0,10.8,1.4,1.74,Graduate
920,4,39,1,8014,0,19,140.0,1,37,37,9,3,131.0,0,0,0,1,0,1,29,0,0,6,11,4,11.75,0,0,6,9,5,10.4,0,10.8,1.4,1.74,Graduate
1674,1,17,4,9500,1,1,136.0,1,1,1,4,9,128.5,1,0,0,1,0,0,18,0,0,7,7,6,12.766666,0,0,7,7,6,12.766666,0,7.6,2.6,0.32,Graduate
4161,1,17,2,9254,1,1,118.0,22,19,37,9,9,110.3,1,0,0,0,0,0,18,1,0,6,7,5,12.6,0,0,6,6,5,11.8,0,11.1,0.6,2.02,Enrolled
752,1,42,1,9500,1,1,123.0,1,37,37,3,3,123.0,1,0,0,1,0,1,21,0,0,8,8,8,13.105,0,0,8,8,8,13.105,0,9.4,-0.8,-3.12,Graduate
1903,1,17,1,9500,1,1,160.0,1,19,1,4,10,153.0,1,0,0,1,0,0,18,0,0,7,7,6,13.116667,0,0,7,7,6,13.116667,0,7.6,2.6,0.32,Graduate
3546,1,17,4,9500,1,1,143.0,1,19,38,9,6,131.5,1,0,0,1,1,1,18,0,0,7,8,7,12.5125,0,0,8,8,8,14.1875,0,13.9,-0.3,0.79,Graduate
3708,1,17,4,9070,1,1,128.0,1,1,1,9,10,136.1,1,0,1,0,1,0,19,0,0,6,6,6,12.666667,0,0,6,8,5,11.8,0,11.1,0.6,2.02,Dropout
264,1,1,1,9238,1,1,130.0,1,38,19,9,5,121.6,0,0,0,1,0,0,18,0,0,6,6,6,12.833333,0,0,6,6,6,12.0,0,12.4,0.5,1.79,Graduate
4064,1,17,1,171,1,1,146.0,1,1,38,9,9,135.5,1,0,1,1,0,0,22,0,12,17,19,12,11.833333,0,10,17,22,11,11.25,0,11.1,0.6,2.02,Enrolled
3006,1,1,4,9147,1,1,137.0,1,1,19,4,5,136.3,0,0,0,1,0,0,18,0,0,5,9,4,11.25,0,0,5,6,4,11.0,0,8.9,1.4,3.51,Graduate
4293,1,1,6,9254,1,1,119.0,1,19,19,9,9,118.7,1,0,0,1,1,0,20,0,0,6,16,3,10.333333,0,0,6,16,1,11.0,0,10.8,1.4,1.74,Dropout
1270,1,17,1,9773,1,1,121.0,1,37,19,9,10,113.7,0,0,0,1,0,0,18,0,0,6,8,5,12.6,0,0,6,10,6,12.428572,0,15.5,2.8,-4.06,Enrolled
2931,1,1,1,9130,1,1,132.0,1,6,6,0,4,119.1,1,0,1,1,0,0,29,0,0,5,10,1,13.0,4,0,5,14,0,0.0,8,10.8,1.4,1.74,Dropout
2929,1,1,3,9500,1,1,136.0,1,1,1,4,4,127.0,1,0,0,1,0,0,19,0,0,8,10,1,13.67,7,0,8,10,1,13.67,7,9.4,-0.8,-3.12,Enrolled
3766,1,18,3,9070,1,1,138.0,1,38,37,9,7,125.1,1,0,0,1,0,1,19,0,0,6,6,6,12.666667,0,0,6,6,6,13.0,0,15.5,2.8,-4.06,Graduate
2733,1,17,2,9238,1,1,118.0,1,1,19,4,10,110.7,1,1,0,1,0,0,18,0,0,6,15,2,10.333333,3,0,6,13,3,13.333333,0,12.7,3.7,-1.7,Enrolled
123,1,1,1,9670,1,1,131.0,1,38,38,9,9,127.9,0,0,0,1,0,1,19,0,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,Graduate
671,1,42,1,8014,0,1,120.0,1,37,38,90,7,120.0,1,0,0,1,0,0,30,0,9,11,19,9,13.444445,1,5,7,7,7,14.714286,0,7.6,2.6,0.32,Dropout
3382,1,17,1,9238,1,1,138.0,1,37,38,9,8,134.2,1,0,0,1,0,1,18,0,0,6,6,6,15.166667,0,0,6,7,6,14.142858,0,11.1,0.6,2.02,Graduate
3018,1,16,2,9085,1,1,136.0,1,37,37,9,9,123.4,1,0,0,1,0,1,19,0,0,5,8,5,13.166667,2,0,5,5,5,12.8,0,9.4,-0.8,-3.12,Graduate
4134,1,1,1,9238,1,1,142.0,1,34,38,4,7,127.3,0,0,0,1,0,1,18,0,0,6,12,4,11.0,0,0,6,9,6,11.5,0,9.4,-0.8,-3.12,Graduate
3941,1,39,1,9853,1,19,133.1,1,19,4,9,4,116.0,1,0,0,1,0,0,29,0,0,7,14,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout
406,1,7,1,9070,1,40,120.0,1,1,19,3,9,120.0,1,0,0,1,0,0,21,0,9,13,14,13,13.615385,1,6,12,12,12,14.25,0,13.9,-0.3,0.79,Graduate
1126,1,39,1,9500,1,3,133.8,1,3,37,2,10,184.0,0,0,0,1,0,0,28,0,0,7,9,7,17.005556,0,1,8,9,8,16.582222,0,15.5,2.8,-4.06,Graduate
1568,1,15,1,9556,1,1,137.0,26,19,1,9,4,137.0,0,0,1,1,0,0,19,1,0,7,11,0,0.0,4,0,7,11,2,11.666667,0,8.9,1.4,3.51,Enrolled
3030,1,7,1,9853,1,3,130.0,1,37,37,9,9,130.0,0,0,0,1,0,0,28,0,14,15,25,14,12.428572,1,8,14,22,11,11.909091,0,7.6,2.6,0.32,Dropout
1583,1,17,1,9853,1,1,119.0,1,37,38,9,9,125.0,1,0,0,1,0,1,21,0,0,6,9,5,12.0,0,0,6,8,5,11.2,0,10.8,1.4,1.74,Dropout
4380,1,7,1,9500,1,2,140.0,1,38,37,7,8,140.0,0,0,0,1,0,0,29,0,0,8,14,4,11.325,1,0,8,14,4,11.325,1,12.7,3.7,-1.7,Dropout
3369,1,17,1,9254,1,1,150.0,1,1,1,9,10,142.7,0,0,1,1,0,0,18,0,0,6,9,4,11.0,0,0,6,12,3,11.333333,0,7.6,2.6,0.32,Dropout
1818,1,17,4,9773,1,1,127.0,1,2,37,9,9,115.8,1,0,1,0,0,0,19,0,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
1379,1,51,1,9238,1,1,141.0,1,1,1,5,9,125.0,0,0,0,1,1,0,22,0,0,6,6,0,0.0,0,0,6,7,0,0.0,0,11.1,0.6,2.02,Dropout
1480,1,53,1,9085,1,42,150.0,1,1,1,9,4,150.0,1,0,0,1,1,1,22,0,1,7,11,5,12.166667,0,4,8,14,5,14.8,0,8.9,1.4,3.51,Dropout
706,2,39,1,8014,0,1,133.1,1,19,1,4,8,144.3,0,0,0,1,1,0,41,0,6,10,10,10,12.5,0,3,7,7,7,12.142858,0,10.8,1.4,1.74,Graduate
405,1,1,1,171,1,1,135.0,1,1,19,3,9,137.1,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate
4095,1,1,4,9500,1,1,135.0,1,38,37,9,8,126.3,1,0,0,1,0,1,19,0,0,7,7,6,15.433333,0,0,7,7,6,15.433333,0,7.6,2.6,0.32,Graduate
1392,1,1,1,171,1,1,131.0,1,19,19,9,9,134.9,1,0,1,1,0,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Dropout
1634,2,39,1,9991,0,1,110.0,1,37,37,9,10,150.0,0,0,0,1,1,0,49,0,0,5,6,5,12.2,0,0,5,9,5,11.8,0,15.5,2.8,-4.06,Graduate
3405,1,17,2,171,1,1,146.0,1,3,3,3,3,155.1,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate
2675,1,1,1,9254,1,1,133.1,1,37,37,1,1,97.0,0,0,0,1,1,0,27,0,0,6,6,6,10.666667,0,0,6,8,4,11.25,0,10.8,1.4,1.74,Enrolled
535,1,43,1,9991,0,1,150.0,1,3,3,4,4,100.0,1,0,0,1,1,0,24,0,0,5,10,4,11.5,0,0,5,11,5,11.285714,0,13.9,-0.3,0.79,Graduate
4089,2,43,1,8014,0,14,133.1,1,34,34,0,0,100.0,0,0,0,0,0,0,34,0,3,7,13,3,12.0,0,2,7,15,1,13.0,1,9.4,-0.8,-3.12,Dropout
124,1,1,1,9085,1,1,130.0,1,19,38,4,7,121.3,1,0,0,1,0,0,19,0,0,6,15,6,14.166667,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,Graduate
3665,1,39,1,9003,1,19,133.1,1,37,37,9,4,140.0,0,0,0,1,1,0,43,0,0,6,8,6,12.875,0,0,6,14,5,12.142858,0,16.2,0.3,-0.92,Enrolled
4309,1,1,4,9773,1,1,133.0,1,1,19,9,9,119.7,1,0,0,1,1,0,19,0,0,6,7,6,12.333333,0,0,6,10,5,13.2,0,16.2,0.3,-0.92,Graduate
1081,1,1,2,9254,1,1,120.0,1,19,19,9,9,116.5,1,0,0,1,0,1,19,0,0,6,9,5,13.2,0,0,6,8,5,11.0,0,12.4,0.5,1.79,Graduate
2613,1,39,1,9991,0,1,130.0,1,1,38,4,9,115.0,0,0,0,1,1,0,25,0,0,5,7,0,0.0,0,0,5,8,0,0.0,0,16.2,0.3,-0.92,Dropout
866,1,39,1,9119,1,3,130.0,1,1,38,90,90,143.4,0,0,0,1,1,0,29,0,0,3,3,0,0.0,3,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout
113,1,1,3,9773,1,1,158.0,1,1,38,4,7,157.0,1,0,0,1,0,0,18,0,0,6,6,6,12.666667,0,0,6,7,6,12.571428,0,10.8,1.4,1.74,Graduate
3883,1,1,1,9238,1,1,133.0,1,37,37,9,9,121.8,1,0,0,1,0,1,18,0,0,6,7,5,10.2,0,0,6,9,4,11.25,0,12.4,0.5,1.79,Graduate
2658,1,1,1,171,1,1,133.1,1,38,37,5,5,136.0,1,0,0,1,1,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout
1183,1,53,1,9085,1,42,140.0,1,19,38,9,9,138.2,0,0,1,0,0,0,21,0,7,10,15,8,13.75,0,4,9,17,5,13.2,0,8.9,1.4,3.51,Dropout
483,1,44,1,9085,1,39,140.0,1,38,38,9,7,140.0,0,0,0,1,0,0,20,0,2,6,9,6,12.666667,0,1,6,12,2,13.0,0,13.9,-0.3,0.79,Enrolled
4345,1,1,1,9773,1,1,140.0,1,1,19,5,10,141.1,1,0,0,1,0,0,18,0,0,6,6,6,12.833333,0,0,6,6,6,13.333333,0,9.4,-0.8,-3.12,Graduate
3117,1,1,4,9773,1,1,122.0,1,19,19,9,7,121.0,1,0,0,1,0,0,20,0,0,6,7,6,13.571428,0,0,6,6,6,13.333333,0,13.9,-0.3,0.79,Graduate
605,1,1,3,171,1,1,115.0,1,9,1,6,6,108.7,1,0,0,0,0,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
2970,1,43,2,9238,1,1,133.1,1,19,19,4,5,120.6,1,0,0,1,0,0,24,0,6,10,16,10,12.5,0,2,7,9,4,12.6,0,16.2,0.3,-0.92,Graduate
727,1,39,1,9991,0,1,133.1,1,37,37,9,9,143.2,0,0,0,1,1,0,35,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout
2041,2,57,1,9991,0,1,133.1,41,38,37,4,6,100.0,0,0,0,1,0,0,37,1,5,10,11,7,13.428572,0,5,10,11,10,11.6,0,8.9,1.4,3.51,Graduate
3829,1,1,1,9085,1,1,148.0,1,38,38,4,9,131.6,0,0,0,1,1,1,18,0,0,6,8,6,15.5,0,0,6,9,4,15.5,0,11.1,0.6,2.02,Dropout
1123,1,44,1,9003,1,39,160.0,1,37,38,9,9,160.0,0,0,1,1,0,1,19,0,0,6,8,6,13.0,0,0,6,11,5,13.0,0,15.5,2.8,-4.06,Graduate
954,1,42,1,9119,1,1,120.0,1,3,1,2,9,108.2,1,0,0,1,1,0,26,0,4,10,14,4,11.25,0,4,11,11,4,12.0,0,7.6,2.6,0.32,Dropout
979,1,18,1,9003,1,1,133.1,1,1,38,9,6,101.0,0,0,0,1,1,0,21,0,5,11,16,9,11.9,0,3,9,14,8,12.25,0,15.5,2.8,-4.06,Graduate
2981,1,1,1,9070,1,1,135.0,1,19,37,9,9,128.0,1,0,0,1,0,1,19,0,0,6,6,6,14.0,0,0,6,8,6,13.125,0,10.8,1.4,1.74,Graduate
4255,1,7,1,8014,0,4,120.0,1,2,3,2,2,120.0,0,0,0,1,0,0,18,0,10,16,24,13,13.846154,0,7,11,15,9,12.555555,0,15.5,2.8,-4.06,Dropout
388,1,17,1,9853,1,1,134.0,1,1,19,4,5,122.5,1,0,0,1,0,0,22,0,0,6,10,5,13.166667,0,0,6,8,5,12.4,0,15.5,2.8,-4.06,Enrolled
711,1,39,1,9119,1,1,100.0,1,37,37,9,8,160.0,0,0,1,0,1,0,45,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout
1678,1,17,1,9085,1,1,130.0,1,37,36,4,90,127.6,0,0,0,1,1,0,23,0,0,5,6,4,14.25,0,0,5,6,5,13.4,0,7.6,2.6,0.32,Graduate
4219,1,16,4,9238,1,1,135.0,1,37,37,9,9,121.0,1,0,0,1,0,0,18,0,0,6,8,5,13.0,0,0,6,7,6,11.833333,0,10.8,1.4,1.74,Graduate
938,1,1,1,9773,1,1,145.0,1,19,38,4,10,131.7,1,0,0,1,0,0,18,0,0,6,7,6,12.666667,0,0,6,8,4,12.25,0,7.6,2.6,0.32,Enrolled
487,1,39,1,9670,1,1,120.0,1,1,19,5,4,140.4,0,0,0,1,0,0,31,0,2,6,13,5,11.4,0,0,6,14,4,11.75,0,13.9,-0.3,0.79,Dropout
1867,1,39,1,9991,0,1,100.0,1,37,37,9,6,153.5,0,0,1,0,1,0,31,0,0,5,9,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout
2205,1,44,1,9119,1,39,180.0,1,1,1,9,8,180.0,0,0,0,1,1,1,20,0,3,7,12,6,14.142858,0,1,6,10,6,14.125,0,12.4,0.5,1.79,Enrolled
3973,1,43,3,9500,1,1,140.0,1,1,19,9,7,127.5,1,0,1,1,0,1,20,0,0,7,9,7,12.327778,0,0,8,10,8,11.736,0,15.5,2.8,-4.06,Graduate
906,1,1,4,9670,1,1,127.0,1,1,1,7,7,116.5,1,0,0,1,0,0,20,0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout
2150,1,1,1,9853,1,1,132.0,1,1,19,3,3,122.9,1,0,0,1,0,0,20,0,0,7,7,7,13.857142,0,0,7,7,7,13.285714,0,11.1,0.6,2.02,Graduate
3273,1,43,1,9500,1,1,120.0,1,37,37,9,6,120.0,1,0,0,1,0,0,26,0,0,7,8,6,12.0,0,0,7,8,6,12.0,0,7.6,2.6,0.32,Enrolled
2420,1,39,1,9085,1,2,140.0,1,38,38,9,10,150.0,0,0,0,1,1,0,47,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout
2947,1,17,6,9670,1,1,113.0,1,4,1,3,10,112.3,0,0,0,1,0,0,20,0,0,6,9,6,12.375,0,0,6,7,6,13.142858,0,11.1,0.6,2.02,Graduate
682,1,18,4,9085,1,1,170.0,1,1,1,4,5,166.6,0,0,1,0,0,1,20,0,2,5,8,5,14.4,1,0,5,6,5,14.0,0,12.7,3.7,-1.7,Dropout
3341,1,17,1,9670,1,1,138.0,1,1,1,4,8,123.0,0,0,1,0,1,0,20,0,0,6,7,5,12.4,0,0,6,8,4,13.0,0,13.9,-0.3,0.79,Enrolled
828,1,1,4,9500,1,1,148.0,1,19,19,4,5,137.0,1,0,0,1,0,0,18,0,0,8,8,8,14.25,0,0,8,8,8,14.25,0,9.4,-0.8,-3.12,Graduate
1638,1,39,1,9670,1,9,133.1,1,37,37,5,3,110.0,0,0,1,1,1,0,26,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
2052,1,1,2,9773,1,1,127.0,1,1,19,4,5,120.4,1,0,0,1,0,0,18,0,0,5,7,2,10.0,0,0,1,1,0,0.0,0,12.7,3.7,-1.7,Dropout
4421,1,1,1,9500,1,1,154.0,1,37,37,9,9,149.5,1,0,0,1,0,1,30,0,0,7,8,7,14.9125,0,0,8,9,1,13.5,0,13.9,-0.3,0.79,Dropout
2080,1,1,1,9500,1,1,144.0,1,38,37,9,9,125.8,0,0,0,1,0,1,19,0,0,8,12,7,12.471429,0,0,8,12,7,12.471429,0,12.7,3.7,-1.7,Graduate
2535,1,17,2,9853,1,1,141.0,1,3,1,1,5,130.2,1,0,0,1,0,0,19,0,0,6,8,5,11.4,1,0,6,7,4,10.75,0,12.7,3.7,-1.7,Enrolled
3397,1,1,1,9500,1,1,150.0,1,37,37,9,7,136.5,1,0,0,1,0,1,18,0,0,8,8,8,14.50125,0,0,8,8,8,14.50125,0,9.4,-0.8,-3.12,Graduate
2574,1,16,3,9773,1,1,138.0,1,37,38,4,9,134.2,1,0,0,1,0,1,20,0,0,6,6,6,15.0,0,0,6,6,6,13.0,0,11.1,0.6,2.02,Graduate
3311,1,1,2,9085,1,1,156.0,1,40,40,3,7,150.9,1,0,0,1,0,0,18,0,0,6,8,6,16.0,0,0,6,10,6,14.625,0,11.1,0.6,2.02,Dropout
2147,1,1,6,9254,1,1,129.0,1,38,19,9,5,117.8,1,0,0,1,0,0,18,0,0,6,11,6,12.0,0,0,6,11,4,12.5,0,8.9,1.4,3.51,Graduate
2728,1,39,1,9085,1,1,130.0,1,4,1,2,9,120.0,0,0,0,0,0,0,26,0,0,6,8,6,15.428572,0,0,6,7,5,14.5,0,11.1,0.6,2.02,Enrolled
1971,1,17,1,9085,1,1,128.0,1,2,19,2,4,123.3,1,0,0,1,0,1,20,0,0,6,6,6,14.833333,0,0,6,8,6,12.142858,0,8.9,1.4,3.51,Graduate
4048,1,1,1,9500,1,1,132.0,1,38,37,9,7,122.0,1,0,0,1,0,1,20,0,0,8,8,7,13.8171425,0,0,8,8,7,13.8171425,0,10.8,1.4,1.74,Graduate
3607,1,43,1,171,1,1,144.0,1,19,19,9,4,121.6,0,0,0,1,1,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Enrolled
1988,1,1,2,9500,1,1,116.0,1,19,37,3,3,109.0,1,0,0,1,0,1,23,0,0,7,8,6,12.993333,0,0,8,9,8,12.66875,0,11.1,0.6,2.02,Graduate
277,2,7,1,9130,1,3,140.0,1,5,4,2,0,140.0,0,0,1,0,0,0,29,0,7,9,16,7,11.555555,4,5,7,12,5,13.2,2,7.6,2.6,0.32,Dropout
1887,2,43,1,9773,1,1,160.0,1,37,37,5,0,160.0,0,0,1,0,1,0,51,0,0,4,4,0,0.0,0,0,4,4,0,0.0,0,12.7,3.7,-1.7,Dropout
765,1,1,4,9147,1,1,120.0,1,38,38,5,10,111.3,0,0,0,1,1,0,20,0,0,5,8,5,10.2,0,0,5,7,5,11.2,0,12.4,0.5,1.79,Enrolled
520,1,1,6,9500,1,1,135.0,1,37,1,5,5,126.8,1,0,0,1,0,1,18,0,0,8,8,7,12.61,0,0,8,8,7,12.61,0,10.8,1.4,1.74,Graduate
1833,1,1,1,9147,1,1,133.1,1,19,19,9,9,119.0,1,0,0,0,0,1,19,0,0,5,7,3,10.666667,0,0,5,10,3,12.285714,0,10.8,1.4,1.74,Dropout
1743,1,43,1,9773,1,1,127.0,1,1,1,9,6,110.0,0,0,1,0,1,0,19,0,0,6,10,3,11.666667,0,0,6,11,2,10.0,0,16.2,0.3,-0.92,Dropout
1997,1,17,1,9773,1,1,121.0,1,37,37,9,9,122.4,0,0,0,1,0,0,18,0,0,6,7,6,12.857142,0,0,6,6,6,13.333333,0,13.9,-0.3,0.79,Graduate
4,2,39,1,8014,0,1,100.0,1,37,38,9,9,141.5,0,0,0,1,0,0,45,0,0,6,9,5,12.333333,0,0,6,6,6,13.0,0,13.9,-0.3,0.79,Graduate
3950,1,18,1,9085,1,1,153.0,1,37,37,9,9,138.0,1,0,0,1,0,1,21,0,0,6,7,6,13.5,0,0,6,6,3,15.333333,0,8.9,1.4,3.51,Dropout
1029,1,1,4,9500,1,1,136.0,1,1,1,9,9,123.8,1,0,0,1,0,1,19,0,0,8,8,7,13.314285,0,0,8,8,7,13.314285,0,12.7,3.7,-1.7,Graduate
863,1,39,1,9670,1,1,133.1,1,38,19,9,8,122.9,0,0,1,0,1,0,25,0,0,6,7,3,14.0,0,0,6,9,2,14.5,0,13.9,-0.3,0.79,Dropout
4248,2,39,1,9500,1,3,130.0,1,1,1,4,6,140.0,0,0,1,0,0,0,30,0,3,7,11,3,12.333333,0,3,7,9,3,11.666667,0,13.9,-0.3,0.79,Dropout
382,1,1,1,9238,1,1,135.0,1,38,38,5,7,121.0,0,0,0,1,0,0,19,0,0,6,13,3,10.333333,0,0,6,12,3,10.333333,0,7.6,2.6,0.32,Enrolled
1629,1,39,1,9119,1,1,120.0,1,37,38,9,8,100.0,0,0,1,1,1,0,24,0,0,5,11,0,0.0,0,0,5,5,0,0.0,0,16.2,0.3,-0.92,Dropout
2809,1,1,3,9500,1,1,126.0,1,1,19,131,181,120.1,1,0,0,1,0,0,19,0,0,7,12,4,13.375,0,0,7,8,6,12.116667,0,12.4,0.5,1.79,Enrolled
2698,1,44,1,9070,1,39,123.9,1,37,1,9,7,123.9,0,0,0,1,1,0,20,0,2,7,9,5,12.6,0,5,9,10,8,12.75,1,16.2,0.3,-0.92,Dropout
117,1,17,1,9147,1,1,120.0,1,19,19,3,3,113.4,0,0,0,1,0,0,20,0,0,5,11,3,10.333333,0,0,5,10,3,10.666667,0,12.4,0.5,1.79,Enrolled
1287,1,1,1,9238,1,1,137.0,1,19,1,9,9,132.8,0,0,0,1,1,0,19,0,0,6,6,6,12.833333,0,0,6,8,6,11.833333,0,10.8,1.4,1.74,Graduate
1855,4,39,2,9670,1,19,133.1,1,19,1,90,90,103.0,0,0,0,0,1,0,34,0,0,6,6,0,0.0,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Dropout
915,1,15,1,9773,1,1,120.0,26,19,19,4,5,120.0,1,0,0,1,0,0,22,1,0,6,6,6,13.0,0,0,6,6,6,13.666667,0,12.4,0.5,1.79,Graduate
2287,1,17,1,9254,1,1,125.0,1,1,1,3,3,114.5,0,0,0,1,1,1,22,0,0,6,8,6,13.625,0,0,6,8,6,14.428572,0,11.1,0.6,2.02,Graduate
3494,1,17,2,9670,1,1,128.0,1,37,38,5,8,121.7,0,0,0,1,1,1,20,0,0,5,5,5,12.4,0,0,5,5,4,10.75,0,9.4,-0.8,-3.12,Graduate
1795,1,1,3,9500,1,1,134.0,1,38,38,7,9,132.8,1,0,0,1,0,1,19,0,0,8,8,7,13.512857,0,0,8,8,7,13.512857,0,10.8,1.4,1.74,Graduate
1045,1,7,1,9991,0,40,120.0,1,1,19,4,9,120.0,0,0,0,1,0,0,24,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout
1808,1,1,5,9119,1,1,131.0,1,1,19,4,7,126.8,0,0,0,0,1,1,18,0,0,5,6,5,12.2,0,0,5,8,4,12.0,0,8.9,1.4,3.51,Enrolled
3663,1,17,1,9500,1,1,142.0,1,38,37,9,8,130.8,1,0,0,1,0,1,19,0,0,7,10,6,12.583333,0,0,8,8,7,12.671429,0,13.9,-0.3,0.79,Graduate
2400,4,39,1,8014,0,19,100.0,1,1,37,9,1,111.5,0,0,0,1,1,0,45,0,2,8,10,4,11.5,0,2,8,13,4,11.0,0,10.8,1.4,1.74,Dropout
1874,1,1,4,9773,1,1,133.0,1,19,19,7,7,134.4,1,0,0,1,1,1,20,0,0,6,6,6,12.166667,0,0,6,8,4,12.75,0,9.4,-0.8,-3.12,Graduate
2441,1,39,1,8014,0,1,100.0,1,37,37,6,6,108.3,0,0,0,1,1,0,39,0,0,6,8,5,11.4,0,1,6,12,3,11.0,1,7.6,2.6,0.32,Enrolled
4409,2,43,1,9991,0,1,140.0,1,37,37,4,1,122.7,0,0,0,1,1,0,38,0,0,5,5,5,14.6,0,0,5,6,5,14.333333,0,13.9,-0.3,0.79,Graduate
4190,1,43,1,9991,0,39,160.0,1,37,37,9,9,160.0,0,0,0,1,0,0,24,0,3,10,16,3,11.666667,0,3,10,24,6,11.833333,0,9.4,-0.8,-3.12,Dropout
3623,1,18,6,8014,0,1,134.0,1,3,19,2,4,120.7,1,0,0,1,0,0,23,0,0,6,8,4,11.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout
